iter	Logloss
363	0.1192231928
364	0.1191877538
365	0.1190096841
366	0.1188810848
367	0.1187078464
368	0.1185317311
369	0.1184707636
370	0.1183210794
371	0.1181345314
372	0.1180065751
373	0.1179015881
374	0.1177749553
375	0.1175410968
376	0.1174269133
377	0.1172816801
378	0.1170636872
379	0.1169730564
380	0.1167599498
381	0.1166583948
382	0.1165643071
383	0.1164168153
384	0.1162755583
385	0.1160441293
386	0.1158921551
387	0.1158235656
388	0.1157615327
389	0.1156307579
390	0.1155090208
391	0.1154122257
392	0.1152544167
393	0.1150933868
394	0.1149816709
395	0.114853002
396	0.1147740186
397	0.1146798444
398	0.1143767044
399	0.114225317
400	0.1140814086
401	0.1139553653
402	0.1138251381
403	0.1137304025
404	0.1136194564
405	0.1134738301
406	0.1133464519
407	0.1132004003
408	0.1130678951
409	0.1129444119
410	0.1128480536
411	0.1126988192
412	0.1124799807
413	0.112322563
414	0.1122061529
415	0.1120613494
416	0.1119642045
417	0.1117581059
418	0.1116192422
419	0.1115169759
420	0.1114111848
421	0.1112226707
422	0.1110974224
423	0.110943867
424	0.1108306668
425	0.1106995042
426	0.1104965116
427	0.1103802242
428	0.110293948
429	0.1102436
430	0.1100467651
431	0.1099008992
432	0.1098182812
433	0.1096756694
434	0.109506325
435	0.1094296127
436	0.1092971396
437	0.1091244061
438	0.109021889
439	0.1089402052
440	0.1087422601
441	0.108613947
442	0.1084232667
443	0.108232941
444	0.1081455532
445	0.10806295
446	0.1078959069
447	0.107712589
448	0.1076300174
449	0.1075098228
450	0.1073844064
451	0.1072440193
452	0.1072192074
453	0.1069925465
454	0.1068375844
455	0.1066677148
456	0.1065941619
457	0.1063280376
458	0.1062098927
459	0.1060325699
460	0.1058455482
461	0.105735804
462	0.1056614205
463	0.1055300495
464	0.1054007887
465	0.105319633
466	0.1051874508
467	0.1051137156
468	0.1049356791
469	0.1048871512
470	0.1047405313
471	0.1046456688
472	0.1044953651
473	0.1044312845
474	0.1043203728
475	0.104110769
476	0.1040025835
477	0.1039154534
478	0.1037579254
479	0.1036285119
480	0.1035131766
481	0.1034332364
482	0.1032330667
483	0.1031060429
484	0.1030048717
485	0.1027882623
486	0.1026829487
487	0.1024943064
488	0.1023127671
489	0.1021745896
490	0.1021524506
491	0.1020110077
492	0.1019601491
493	0.1018310412
494	0.1017181614
495	0.1016389888
496	0.1015293362
497	0.1013807745
498	0.1012974013
499	0.1012039132
500	0.1010948093
501	0.1010366476
502	0.1009394846
503	0.100853085
504	0.1006406709
505	0.1004947199
506	0.1003608961
507	0.1002324322
508	0.1001510555
509	0.1000348346
510	0.09985192717
511	0.0997595663
512	0.09961515297
513	0.09956781629
514	0.09946694657
515	0.09934676368
516	0.0992319837
517	0.09914567709
518	0.09905969604
519	0.09893559692
520	0.09880644323
521	0.09875225881
522	0.09860346588
523	0.09855255838
524	0.09841502524
525	0.09828669073
526	0.09818757161
527	0.09806748708
528	0.0980365692
529	0.09787249242
530	0.09780365709
531	0.0976674248
532	0.09757958901
533	0.09741740226
534	0.09730976599
535	0.09721527601
536	0.09708588562
537	0.09692576283
538	0.09676836847
539	0.09669158114
540	0.09656088314
541	0.09643640696
542	0.09632476198
543	0.09617760859
544	0.09608513611
545	0.09607868188
546	0.0959348502
547	0.09583227714
548	0.09565160847
549	0.09549915062
550	0.09540912978
551	0.09529585837
552	0.09524722818
553	0.09512834172
554	0.09498675274
555	0.09494093972
556	0.09481559272
557	0.0946456158
558	0.09456154952
559	0.09439945314
560	0.09429162994
561	0.09416996658
562	0.09401023881
563	0.09386633915
564	0.09378198729
565	0.09366297005
566	0.09355928155
567	0.09352316024
568	0.09339724989
569	0.09325036315
570	0.09308341905
571	0.09296901732
572	0.09286237851
573	0.09285441868
574	0.09275070478
575	0.09264474294
576	0.09251784582
577	0.09241740632
578	0.09230677119
579	0.09222124803
580	0.092058173
581	0.09200365338
582	0.09183525595
583	0.09170770458
584	0.09160618405
585	0.09145465429
586	0.09128001834
587	0.09120547653
588	0.09107919973
589	0.0909919131
590	0.09081212278
591	0.09077132387
592	0.09067059999
593	0.0905703331
594	0.09049078449
595	0.09041847723
596	0.09034987776
597	0.09023011193
598	0.09011808266
599	0.09005081741
600	0.08992681278
601	0.08981507037
602	0.08975096892
603	0.08969445366
604	0.08962679237
605	0.08951625618
606	0.08934458681
607	0.08926138231
608	0.08904769781
609	0.08901907089
610	0.08891095958
611	0.0888553493
612	0.088706678
613	0.08858583508
614	0.08842377607
615	0.08833914364
616	0.08831154657
617	0.0882254969
618	0.08804850607
619	0.0879740575
620	0.08788497122
621	0.08765855556
622	0.08759896615
623	0.08748875161
624	0.08738588214
625	0.08733998906
626	0.08729923039
627	0.0872089075
628	0.08708793679
629	0.08700392463
630	0.08691467311
631	0.08684169368
632	0.08676173394
633	0.0866666258
634	0.08658220205
635	0.08647564947
636	0.08631313785
637	0.08624917938
638	0.08619892279
639	0.08612254701
640	0.08598447038
641	0.08591758893
642	0.08570892489
643	0.08557217698
644	0.08545096978
645	0.08538849529
646	0.08535920602
647	0.08529646898
648	0.08521223657
649	0.08512583802
650	0.08500444001
651	0.08489005545
652	0.08483746471
653	0.08468775638
654	0.08461777693
655	0.08445663117
656	0.0844010186
657	0.08428636289
658	0.08418929006
659	0.08413570046
660	0.08411712469
661	0.08402904015
662	0.08397398153
663	0.08375695192
664	0.08366075851
665	0.08358844343
666	0.08348329067
667	0.08343705382
668	0.08336052201
669	0.08322031599
670	0.08313680356
671	0.08303722218
672	0.08297916588
673	0.08289014119
674	0.08279583339
675	0.08270632385
676	0.08258399001
677	0.08242747937
678	0.08228841574
679	0.08220893712
680	0.08211718463
681	0.08203382986
682	0.08195495506
683	0.08183436998
684	0.08168393207
685	0.08157553186
686	0.08143244479
687	0.0812848091
688	0.08120190303
689	0.08106940939
690	0.08089168944
691	0.08078897393
692	0.08068684895
693	0.08059531716
694	0.08057687578
695	0.08045138111
696	0.08038646546
697	0.08028646245
698	0.08021336417
699	0.08014106324
700	0.08006918293
701	0.07993705656
702	0.07986879434
703	0.07980122096
704	0.07973221449
705	0.07961636363
706	0.07945818612
707	0.07934141836
708	0.07925189722
709	0.07923020767
710	0.07912524768
711	0.07902475819
712	0.07897376742
713	0.07887619958
714	0.0787938106
715	0.07874512107
716	0.07864314493
717	0.07856118811
718	0.07847041456
719	0.07842797208
720	0.07836481187
721	0.07826829544
722	0.07818475378
723	0.07806229908
724	0.07793561186
725	0.07784819241
726	0.07769508648
727	0.07765178313
728	0.07759645643
729	0.07745228051
730	0.07738334244
731	0.07728964619
732	0.07717145245
733	0.07704554848
734	0.07698432
735	0.07695911637
736	0.07683498606
737	0.07674621575
738	0.07671824711
739	0.07666913217
740	0.07659613102
741	0.07647487646
742	0.07639697464
743	0.07633713207
744	0.07627943201
745	0.07623035252
746	0.07616555776
747	0.07607132911
748	0.07598559342
749	0.07588254246
750	0.0757405016
751	0.07565678383
752	0.07551570504
753	0.0753861849
754	0.0753256045
755	0.07521368703
756	0.07501699956
757	0.07486023586
758	0.07483959236
759	0.07477451246
760	0.07472800393
761	0.07461512276
762	0.07454316785
763	0.07445279577
764	0.07430275284
765	0.07425283268
766	0.07417617391
767	0.07407806808
768	0.07397164643
769	0.07381926735
770	0.07375527082
771	0.0736846887
772	0.07357286277
773	0.07342939258
774	0.07335287249
775	0.0732926212
776	0.07322415058
777	0.0731495472
778	0.07306759564
779	0.07296495965
780	0.0728778915
781	0.07276042295
782	0.07263250513
783	0.07256656767
784	0.07247533557
785	0.07237716065
786	0.07231197603
787	0.07217660979
788	0.07207728805
789	0.07201421355
790	0.07194664767
791	0.07185579413
792	0.07181788336
793	0.07176804446
794	0.07171479963
795	0.07157545255
796	0.07141801837
797	0.07135655071
798	0.07126641487
799	0.07123375816
800	0.07115860111
801	0.07109677859
802	0.07106580771
803	0.07099657453
804	0.07090229379
805	0.07082124701
806	0.07071703952
807	0.07056778815
808	0.07046800367
809	0.07045240864
810	0.07038434463
811	0.07031645322
812	0.07022049837
813	0.07019086737
814	0.07014884555
815	0.07007513351
816	0.069963599
817	0.0699350735
818	0.06979139797
819	0.06973664579
820	0.06963656306
821	0.06960783443
822	0.06950712502
823	0.06940802331
824	0.06936058702
825	0.06925436995
826	0.06918034714
827	0.0691177577
828	0.06906730454
829	0.06906312312
830	0.06904539718
831	0.06897714721
832	0.06889509162
833	0.06880195782
834	0.06869526951
835	0.06859202646
836	0.0684955939
837	0.06839278829
838	0.06826253824
839	0.06814175741
840	0.06808362709
841	0.06802739088
842	0.06796826982
843	0.06789855027
844	0.06782256631
845	0.06778512871
846	0.06773308681
847	0.06762147002
848	0.06751729045
849	0.06745015621
850	0.06737562094
851	0.06727999187
852	0.06717948854
853	0.06708223932
854	0.06706085837
855	0.06698318732
856	0.06692947244
857	0.0668535201
858	0.06675441879
859	0.06665674948
860	0.06653438058
861	0.06649631383
862	0.06639424012
863	0.06633718205
864	0.06628029393
865	0.066218981
866	0.06614549876
867	0.06602491293
868	0.06595155938
869	0.06590335169
870	0.06581887523
871	0.0657300667
872	0.06566278649
873	0.06553620904
874	0.0654713761
875	0.06540884131
876	0.06530878189
877	0.06521150592
878	0.06515950024
879	0.06504974448
880	0.06500696072
881	0.06493858778
882	0.06491591573
883	0.06489406436
884	0.0648301049
885	0.06473741261
886	0.06467295626
887	0.06456924056
888	0.06454491142
889	0.06452403633
890	0.06452142601
891	0.06440127759
892	0.06432032904
893	0.06426804712
894	0.06419733268
895	0.06408976875
896	0.06396851152
897	0.0638955616
898	0.06382664318
899	0.06376248478
900	0.06371062563
901	0.06370712451
902	0.06365002464
903	0.06356857399
904	0.06355471134
905	0.0634628444
906	0.06337422305
907	0.06331699681
908	0.06325277618
909	0.06321932077
910	0.06309817478
911	0.06299610916
912	0.06293127771
913	0.06283973033
914	0.06279653246
915	0.06273751848
916	0.06262865055
917	0.06255152383
918	0.06250519369
919	0.06247251861
920	0.06238334768
921	0.06229691054
922	0.06220501753
923	0.06213229369
924	0.06210836057
925	0.06196377009
926	0.06193400632
927	0.06186078483
928	0.06181487582
929	0.06173897097
930	0.06163455593
931	0.06157297273
932	0.06150697968
933	0.06141393795
934	0.06132429345
935	0.06118587205
936	0.06110646556
937	0.06102260571
938	0.06093918606
939	0.06091852192
940	0.06090490008
941	0.0607939001
942	0.06070641043
943	0.06062972334
944	0.06054283545
945	0.06049032393
946	0.06042333873
947	0.06035836074
948	0.0602965634
949	0.06026097465
950	0.06025776488
951	0.06017637841
952	0.06014212336
953	0.06006845301
954	0.06003541305
955	0.05993496792
956	0.05990629745
957	0.05980237003
958	0.05976346374
959	0.05966064476
960	0.05956010059
961	0.05951632995
962	0.05941815355
963	0.05937643279
964	0.05933890478
965	0.05927911122
966	0.05923199332
967	0.05920377843
968	0.05917339465
969	0.05913569461
970	0.0590425501
971	0.05893857442
972	0.05880227729
973	0.0587139366
974	0.05868335435
975	0.05866052192
976	0.05860540487
977	0.05855536929
978	0.05846559663
979	0.05841388968
980	0.0583365447
981	0.0583073353
982	0.05826699406
983	0.05817227536
984	0.05806705897
985	0.05797932094
986	0.05795052625
987	0.05782161411
988	0.05778401307
989	0.05768259972
990	0.05765366544
991	0.0576028122
992	0.05753012014
993	0.05749574013
994	0.05742922498
995	0.05741093305
996	0.05739465447
997	0.0573659489
998	0.05731395696
999	0.05726254753
